,registro,clima,temperatura,sens_termica,humedad,viento,total,fecha_nueva,festividad,festividad_1,mes_bueno,dia_semana_nuevo,no_laboral_nuevo,año_map,estacion_map
613,614,2,28.6,32.8,81.0,9.5,6203,2019-09-06,,0,9,4,1,1,3
614,615,1,28.8,32.9,74.0,11.5,7504,2019-09-07,,0,9,5,0,1,3
615,616,2,27.0,30.6,80.0,18.8,5976,2019-09-08,,0,9,6,0,1,3
616,617,1,25.0,28.9,55.0,15.0,8227,2019-09-09,,0,9,0,1,1,3
617,618,1,23.9,28.3,50.0,17.3,7525,2019-09-10,,0,9,1,1,1,3
618,619,1,23.7,27.7,52.0,6.2,7767,2019-09-11,,0,9,2,1,1,3
619,620,1,24.6,28.5,58.0,8.8,7870,2019-09-12,,0,9,3,1,1,3
620,621,1,25.1,29.0,64.0,5.5,7804,2019-09-13,,0,9,4,1,1,3
621,622,1,26.0,29.7,67.0,7.0,8009,2019-09-14,,0,9,5,0,1,3
622,623,1,24.9,29.3,50.0,16.6,8714,2019-09-15,,0,9,6,0,1,3
623,624,1,23.8,28.2,57.0,6.0,7333,2019-09-16,,0,9,0,1,1,3
624,625,2,23.8,27.7,73.0,10.2,6869,2019-09-17,,0,9,1,1,1,3
625,626,2,25.6,28.3,87.0,24.0,4073,2019-09-18,,0,9,2,1,1,3
626,627,1,22.6,27.0,54.0,14.4,7591,2019-09-19,,0,9,3,1,1,3
627,628,1,22.4,26.6,62.0,7.9,7720,2019-09-20,,0,9,4,1,1,3
628,629,1,24.6,28.6,67.0,10.3,8167,2019-09-21,,0,9,5,0,1,3
629,630,1,26.6,30.5,65.0,19.0,8395,2019-09-22,,0,9,6,0,1,3
630,631,1,21.7,25.9,47.0,15.0,7907,2019-09-23,,0,9,0,1,1,2
631,632,1,21.1,25.1,49.0,9.5,7436,2019-09-24,,0,9,1,1,1,2
632,633,1,22.6,27.2,57.0,15.8,7538,2019-09-25,,0,9,2,1,1,2
633,634,1,26.0,29.8,63.0,16.4,7733,2019-09-26,,0,9,3,1,1,2
634,635,2,26.6,30.4,69.0,9.0,7393,2019-09-27,,0,9,4,1,1,2
635,636,2,25.4,29.3,69.0,11.0,7415,2019-09-28,,0,9,5,0,1,2
636,637,1,22.2,26.5,54.0,15.2,8555,2019-09-29,,0,9,6,0,1,2
637,638,1,21.6,25.9,58.0,9.0,6889,2019-09-30,,0,9,0,1,1,2
638,639,2,21.4,25.6,65.0,6.1,6778,2019-10-01,,0,10,1,1,1,2
639,640,3,24.2,27.1,87.0,7.0,4639,2019-10-02,,0,10,2,1,1,2
640,641,2,27.0,30.0,79.0,4.5,7572,2019-10-03,,0,10,3,1,1,2
641,642,2,27.0,30.4,72.0,7.9,7328,2019-10-04,,0,10,4,1,1,2
642,643,1,25.2,29.0,63.0,7.1,8156,2019-10-05,,0,10,5,0,1,2
643,644,1,22.7,26.9,66.0,18.0,7965,2019-10-06,,0,10,6,0,1,2
644,645,2,17.0,21.0,71.0,9.5,3510,2019-10-07,,0,10,0,1,1,2
645,646,2,15.7,19.4,71.0,12.7,5478,2019-10-08,,0,10,1,1,1,2
646,647,2,18.3,21.9,76.0,12.8,6392,2019-10-09,,0,10,2,1,1,2
647,648,1,21.1,25.2,63.0,12.6,7691,2019-10-10,,0,10,3,1,1,2
648,649,1,17.8,21.6,46.0,12.2,7570,2019-10-11,,0,10,4,1,1,2
649,650,1,17.9,21.7,54.0,15.8,7282,2019-10-12,,0,10,5,0,1,2
650,651,1,16.1,19.6,49.0,9.8,7109,2019-10-13,,0,10,6,0,1,2
651,652,1,21.4,25.4,64.0,18.7,6639,2019-10-14,Columbus Day,1,10,0,0,1,2
652,653,2,23.0,27.0,71.0,19.8,5875,2019-10-15,,0,10,1,1,1,2
653,654,1,19.2,23.0,56.0,12.2,7534,2019-10-16,,0,10,2,1,1,2
654,655,1,18.7,22.5,69.0,6.8,7461,2019-10-17,,0,10,3,1,1,2
655,656,2,21.4,25.6,73.0,15.9,7509,2019-10-18,,0,10,4,1,1,2
656,657,2,23.1,26.9,82.0,9.0,5424,2019-10-19,,0,10,5,0,1,2
657,658,1,19.8,23.6,57.0,7.9,8090,2019-10-20,,0,10,6,0,1,2
658,659,1,19.0,22.8,51.0,11.1,6824,2019-10-21,,0,10,0,1,1,2
659,660,1,20.0,24.1,57.0,5.5,7058,2019-10-22,,0,10,1,1,1,2
660,661,1,22.3,26.5,64.0,6.3,7466,2019-10-23,,0,10,2,1,1,2
661,662,1,24.1,27.9,64.0,4.9,7693,2019-10-24,,0,10,3,1,1,2
662,663,2,22.6,26.5,80.0,8.3,7359,2019-10-25,,0,10,4,1,1,2
663,664,2,22.4,26.1,81.0,8.9,7444,2019-10-26,,0,10,5,0,1,2
664,665,2,21.7,25.8,72.0,15.8,7852,2019-10-27,,0,10,6,0,1,2
665,666,2,19.6,23.4,69.0,26.7,4459,2019-10-28,,0,10,0,1,1,2
666,667,3,18.0,22.0,88.0,24.0,22,2019-10-29,,0,10,1,1,1,2
667,668,2,13.0,15.5,83.0,14.3,1096,2019-10-30,,0,10,2,1,1,2
668,669,2,14.7,18.1,67.0,11.2,5566,2019-10-31,,0,10,3,1,1,2
669,670,2,15.0,18.5,58.0,10.5,5986,2019-11-01,,0,11,4,1,1,2
670,671,1,14.6,17.8,52.0,17.8,5847,2019-11-02,,0,11,5,0,1,2
671,672,2,14.1,16.2,49.0,18.1,5138,2019-11-03,,0,11,6,0,1,2
672,673,1,13.4,16.5,53.0,12.0,5107,2019-11-04,,0,11,0,1,1,2
673,674,1,13.1,15.4,49.0,15.8,5259,2019-11-05,,0,11,1,1,1,2
674,675,1,11.5,14.1,57.0,11.6,5686,2019-11-06,,0,11,2,1,1,2
675,676,2,12.1,13.7,55.0,20.4,5035,2019-11-07,,0,11,3,1,1,2
676,677,1,14.4,17.1,33.0,23.3,5315,2019-11-08,,0,11,4,1,1,2
677,678,1,14.8,17.8,54.0,14.4,5992,2019-11-09,,0,11,5,0,1,2
678,679,1,16.0,19.7,65.0,3.9,6536,2019-11-10,,0,11,6,0,1,2
679,680,1,17.2,21.1,66.0,8.5,6852,2019-11-11,Veterans Day,1,11,0,0,1,2
680,681,1,19.9,23.8,74.0,11.6,6269,2019-11-12,,0,11,1,1,1,2
681,682,2,14.1,16.2,66.0,22.9,4094,2019-11-13,,0,11,2,1,1,2
682,683,1,11.9,14.1,55.0,13.4,5495,2019-11-14,,0,11,3,1,1,2
683,684,2,13.2,16.2,62.0,10.3,5445,2019-11-15,,0,11,4,1,1,2
684,685,1,14.1,17.4,52.0,11.5,5698,2019-11-16,,0,11,5,0,1,2
685,686,1,13.3,16.3,55.0,12.0,5629,2019-11-17,,0,11,6,0,1,2
686,687,1,14.0,16.9,69.0,15.3,4669,2019-11-18,,0,11,0,1,1,2
687,688,2,15.6,18.8,62.0,15.7,5499,2019-11-19,,0,11,1,1,1,2
688,689,2,15.3,19.0,68.0,5.5,5634,2019-11-20,,0,11,2,1,1,2
689,690,1,14.5,18.2,61.0,6.9,5146,2019-11-21,,0,11,3,1,1,2
690,691,1,13.9,17.5,58.0,3.5,2425,2019-11-22,,0,11,4,1,1,2
691,692,1,15.1,18.9,57.0,9.9,3910,2019-11-23,,0,11,5,0,1,2
692,693,1,11.4,12.4,40.0,25.3,2277,2019-11-24,,0,11,6,0,1,2
693,694,1,10.1,12.9,47.0,10.1,2424,2019-11-25,,0,11,0,1,1,2
694,695,1,12.8,17.0,54.0,3.1,5087,2019-11-26,,0,11,1,1,1,2
695,696,2,12.0,14.1,79.0,15.9,3959,2019-11-27,,0,11,2,1,1,2
696,697,1,12.2,14.5,51.0,14.1,5260,2019-11-28,Thanksgiving,1,11,3,0,1,2
697,698,1,11.5,14.9,56.0,7.7,5323,2019-11-29,,0,11,4,1,1,2
698,699,1,12.2,16.2,65.0,3.9,5668,2019-11-30,,0,11,5,0,1,2
699,700,2,12.2,15.8,81.0,4.0,5191,2019-12-01,,0,12,6,0,1,2
700,701,2,14.2,18.0,82.0,8.3,4649,2019-12-02,,0,12,0,1,1,2
701,702,1,18.6,22.8,77.0,5.5,6234,2019-12-03,,0,12,1,1,1,2
702,703,1,19.5,23.5,73.0,11.7,6606,2019-12-04,,0,12,2,1,1,2
703,704,1,18.0,21.4,48.0,21.7,5729,2019-12-05,,0,12,3,1,1,2
704,705,1,10.5,12.9,51.0,11.7,5375,2019-12-06,,0,12,4,1,1,2
705,706,2,13.2,16.1,76.0,8.8,5008,2019-12-07,,0,12,5,0,1,2
706,707,2,15.6,19.5,91.0,6.8,5582,2019-12-08,,0,12,6,0,1,2
707,708,2,15.8,19.5,91.0,10.6,3228,2019-12-09,,0,12,0,1,1,2
708,709,2,17.9,21.8,92.0,12.8,5170,2019-12-10,,0,12,1,1,1,2
709,710,2,14.5,16.9,60.0,19.8,5501,2019-12-11,,0,12,2,1,1,2
710,711,2,12.2,14.9,54.0,10.9,5319,2019-12-12,,0,12,3,1,1,2
711,712,1,12.1,14.7,49.0,11.7,5532,2019-12-13,,0,12,4,1,1,2
712,713,1,11.6,14.7,64.0,8.8,5611,2019-12-14,,0,12,5,0,1,2
713,714,1,13.3,16.9,65.0,7.1,5047,2019-12-15,,0,12,6,0,1,2
714,715,2,14.9,18.5,84.0,6.7,3786,2019-12-16,,0,12,0,1,1,2
715,716,2,16.1,20.1,91.0,6.6,4585,2019-12-17,,0,12,1,1,1,2
716,717,1,16.8,20.5,67.0,14.8,5557,2019-12-18,,0,12,2,1,1,2
717,718,1,13.6,17.1,63.0,12.3,5267,2019-12-19,,0,12,3,1,1,2
718,719,2,13.5,16.8,67.0,8.9,4128,2019-12-20,,0,12,4,1,1,2
719,720,2,13.4,15.1,56.0,25.1,3623,2019-12-21,,0,12,5,0,1,0
720,721,1,10.9,11.8,44.0,27.3,1749,2019-12-22,,0,12,6,0,1,0
721,722,1,10.1,13.0,52.0,8.9,1787,2019-12-23,,0,12,0,1,1,0
722,723,2,9.5,12.9,79.0,5.2,920,2019-12-24,,0,12,1,1,1,0
723,724,2,11.9,14.7,73.0,11.3,1013,2019-12-25,Christmas Day,1,12,2,0,1,0
724,725,3,10.0,11.0,82.0,21.2,441,2019-12-26,,0,12,3,1,1,0
725,726,2,10.4,11.3,65.0,23.5,2114,2019-12-27,,0,12,4,1,1,0
726,727,2,10.4,12.8,59.0,10.4,3095,2019-12-28,,0,12,5,0,1,0
727,728,2,10.4,12.1,75.0,8.3,1341,2019-12-29,,0,12,6,0,1,0
728,729,1,10.5,11.6,48.0,23.5,1796,2019-12-30,,0,12,0,1,1,0
729,730,2,8.8,11.2,58.0,10.4,2729,2019-12-31,,0,12,1,1,1,0
